citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:45:27.749435031Z 2018-11-03 18:45:27 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:31.465262249Z 2018-11-03 18:42:31 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:36.883377230Z 2018-11-03 18:42:36 [XNIO-2 task-1] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:36.984820714Z 2018-11-03 18:42:36 [XNIO-2 task-18] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265550431264964608,"phone":"18783905448","citicOpenId":"4DE25E04C1C845D49D6663A4073C890B","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:36.984879656Z 2018-11-03 18:42:36 [XNIO-2 task-18] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"4DE25E04C1C845D49D6663A4073C890B","isAuthenticated":false,"level":"0","phone":"18783905448","uid":265550431264964608}
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.495115725Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265550431264964608,"phone":"18783905448","citicOpenId":"4DE25E04C1C845D49D6663A4073C890B","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.495199004Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"4DE25E04C1C845D49D6663A4073C890B","isAuthenticated":false,"level":"0","phone":"18783905448","uid":265550431264964608}
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.496683627Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.508732397Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.510905549Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.513101210Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.515252159Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.517321878Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.519693912Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:03 CST 2018,结束时间：Sat Oct 26 17:16:19 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.521807639Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.524019743Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.524047474Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.524054718Z 2018-11-03 18:42:39 [XNIO-2 task-20] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.8271349,uid is:,may product is:8
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.540237186Z 2018-11-03 18:42:39 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - getSign error, intput is UserInfoRequest(channelId=efead0d8420e4664a865e5462eb9b97f, sign=null, userToken=ef1d44ca7b38758207b5ae8ca07fbb18, citic_open_id=null, channel_token=null)
       citic-activity-promotion_citic-activity-promotion_7  | 2018-11-03T10:42:39.547555519Z 2018-11-03 18:42:39 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 input is {"rightsId":"6fe9441d-2243-4e5f-92a2-af725986f3e3","sign":"aivA9Akjx1te0cmHqFmEYTLHZgo7iLOXCbxJjRHeH1CQI+LiKdLo6X6Lec1jBT5uujxIhyoTBu6A/H5UOjeZXg==","channelId":"efead0d8420e4664a865e5462eb9b97f"}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.342885873Z 2018-11-03 18:53:38 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.343691868Z 2018-11-03 18:53:38 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.344481977Z 2018-11-03 18:53:38 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.345278379Z 2018-11-03 18:53:38 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.346090185Z 2018-11-03 18:53:38 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:03 CST 2018,结束时间：Sat Oct 26 17:16:19 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.346903754Z 2018-11-03 18:53:38 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.347690058Z 2018-11-03 18:53:38 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.347876967Z 2018-11-03 18:53:38 [XNIO-2 task-6] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.347893455Z 2018-11-03 18:53:38 [XNIO-2 task-6] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.60445446,uid is:,may product is:8
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.357604901Z 2018-11-03 18:53:38 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - getSign error, intput is UserInfoRequest(channelId=efead0d8420e4664a865e5462eb9b97f, sign=null, userToken=cbd4f985a46cd55eaade49e1f366603a, citic_open_id=null, channel_token=null)
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.366590822Z 2018-11-03 18:53:38 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 input is {"rightsId":"6fe9441d-2243-4e5f-92a2-af725986f3e3","sign":"QBFcGO0rT9TTVth/YzhSIZZKZa0s47EetcOvgTLXEnt/QBVpQ+buN9mv1WQnv/ZZujxIhyoTBu6A/H5UOjeZXg==","channelId":"efead0d8420e4664a865e5462eb9b97f"}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:38.927969440Z 2018-11-03 18:53:38 [async-service-2] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 output is {"status":100}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:53:45.173926751Z 2018-11-03 18:53:45 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:54:39.517626488Z 2018-11-03 18:54:39 [XNIO-2 task-13] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:54:39.617626302Z 2018-11-03 18:54:39 [XNIO-2 task-15] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265551064458067968,"phone":"18455085844","citicOpenId":"09E837F6069940A1B59786339EC0D130","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:54:39.617689359Z 2018-11-03 18:54:39 [XNIO-2 task-15] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"09E837F6069940A1B59786339EC0D130","isAuthenticated":false,"level":"0","phone":"18455085844","uid":265551064458067968}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:54:41.584934194Z 2018-11-03 18:54:41 [XNIO-2 task-12] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:54:41.764769654Z 2018-11-03 18:54:41 [XNIO-2 task-14] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265047495527104512,"phone":"15191822421","citicOpenId":"E7CB23FC2D394F01BBFE19A4E3029DDC","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:54:41.764825606Z 2018-11-03 18:54:41 [XNIO-2 task-14] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"E7CB23FC2D394F01BBFE19A4E3029DDC","isAuthenticated":false,"level":"1","phone":"15191822421","uid":265047495527104512}
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:55:36.902387329Z 2018-11-03 18:55:36 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:55:43.342437715Z 2018-11-03 18:55:43 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:55:55.141624872Z 2018-11-03 18:55:55 [XNIO-2 task-7] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:56:26.597537338Z 2018-11-03 18:56:26 [XNIO-2 task-11] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:57:07.571306605Z 2018-11-03 18:57:07 [XNIO-2 task-14] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:57:34.907706035Z 2018-11-03 18:57:34 [XNIO-2 task-16] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:57:40.437230590Z 2018-11-03 18:57:40 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_3  | 2018-11-03T10:57:51.618937541Z 2018-11-03 18:57:51 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:01:52.220007703Z 2018-11-03 19:01:52 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:45.478408612Z 2018-11-03 19:02:45 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:45.931477999Z 2018-11-03 19:02:45 [XNIO-2 task-3] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265555499821301760,"phone":"15825304056","citicOpenId":"4E7BBF2F68D5467A8B134EA34BA306BC","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:45.931533495Z 2018-11-03 19:02:45 [XNIO-2 task-3] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"4E7BBF2F68D5467A8B134EA34BA306BC","isAuthenticated":false,"level":"1","phone":"15825304056","uid":265555499821301760}
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.312153949Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265555499821301760,"phone":"15825304056","citicOpenId":"4E7BBF2F68D5467A8B134EA34BA306BC","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.312212508Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"4E7BBF2F68D5467A8B134EA34BA306BC","isAuthenticated":false,"level":"1","phone":"15825304056","uid":265555499821301760}
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.314648294Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.325734664Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.327957210Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.330124164Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.332328372Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.334521919Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.337170016Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:03 CST 2018,结束时间：Sat Oct 26 17:16:19 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.339135313Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.341439985Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.341481874Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.341497900Z 2018-11-03 19:02:50 [XNIO-2 task-8] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.29406816,uid is:,may product is:8
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.356025432Z 2018-11-03 19:02:50 [async-service-3] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - getSign error, intput is UserInfoRequest(channelId=efead0d8420e4664a865e5462eb9b97f, sign=null, userToken=2684d7bc0231bf8c84fe5887bd219a75, citic_open_id=null, channel_token=null)
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.362443743Z 2018-11-03 19:02:50 [async-service-3] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 input is {"rightsId":"6fe9441d-2243-4e5f-92a2-af725986f3e3","sign":"YKz+/i76snHGPlTYs7TBZyu8uwuTdznI3w+Qyh16tATe/qBcJJgwCVFBZcims/abujxIhyoTBu6A/H5UOjeZXg==","channelId":"efead0d8420e4664a865e5462eb9b97f"}
       citic-activity-promotion_citic-activity-promotion_1  | 2018-11-03T11:02:50.961142659Z 2018-11-03 19:02:50 [async-service-3] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 output is {"status":100}
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.857502270Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265551053640957952,"phone":"15143353985","citicOpenId":"941C7B0688614DE5A4C24D462B6C673A","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.857545427Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"941C7B0688614DE5A4C24D462B6C673A","isAuthenticated":false,"level":"1","phone":"15143353985","uid":265551053640957952}
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.859180925Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.868358371Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.870521963Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.872630983Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.874558724Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.876503303Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.878664693Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:03 CST 2018,结束时间：Sat Oct 26 17:16:19 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.880751871Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:13 CST 2018,结束时间：Sat Oct 26 17:16:34 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.882728247Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:09 CST 2018,结束时间：Sat Oct 26 17:16:29 CST 2019
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:09.882758991Z 2018-11-03 18:45:09 [XNIO-2 task-2] INFO  com.citic.activity.promotion.controller.LotteryController - all product info :[{"4":"0.0"},{"7":"0.0"},{"1":"0.02"},{"2":"0.02"},{"3":"0.02"},{"5":"0.02"},{"6":"0.02"},{"8":"0.9"}],all weight is:0.9999999
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:04:04.127288387Z 2018-11-03 19:04:04 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:04:16.919096745Z 2018-11-03 19:04:16 [XNIO-2 task-14] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:04:46.192379006Z 2018-11-03 19:04:46 [XNIO-2 task-18] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:05:15.778257149Z 2018-11-03 19:05:15 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:05:25.632117185Z 2018-11-03 19:05:25 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:05:42.940087575Z 2018-11-03 19:05:42 [XNIO-2 task-15] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:05:53.473570019Z 2018-11-03 19:05:53 [XNIO-2 task-12] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:06:26.795002004Z 2018-11-03 19:06:26 [XNIO-2 task-13] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_2  | 2018-11-03T11:06:35.193654067Z 2018-11-03 19:06:35 [XNIO-2 task-11] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
